,V1,V2,consonant,underlying,fronted,rounded,high,group,model,Time,Attention,Loss
4491,o,L,g,og-L,0,1,1,round_and_front,34,1,0.8520534038543701,0.018780698999762535
4492,u,L,g,ug-L,0,1,1,round_and_front,34,1,0.7597881555557251,0.001316070556640625
4493,y,L,g,yg-L,1,1,1,round_and_front,34,1,0.7569102048873901,0.006458511110395193
4494,ø,L,g,øg-L,1,1,1,round_and_front,34,1,0.8145692348480225,0.022240737453103065
4495,ɯ,L,g,ɯg-L,0,0,1,round_and_front,34,1,0.590074896812439,0.01783078908920288
4496,i,H,d,id-H,1,0,1,round_and_front,34,1,0.44467824697494507,0.031160831451416016
4497,a,H,d,ad-H,0,0,0,round_and_front,34,1,1.2615478038787842,0.024005630984902382
4498,e,H,d,ed-H,1,0,0,round_and_front,34,1,0.5536199808120728,0.02143404819071293
4499,o,H,d,od-H,0,1,1,round_and_front,34,1,0.7430679202079773,0.023766467347741127
4500,u,H,d,ud-H,0,1,1,round_and_front,34,1,0.707247793674469,0.039087820798158646
4501,y,H,d,yd-H,1,1,1,round_and_front,34,1,0.6773473620414734,0.042465586215257645
4502,ø,H,d,ød-H,1,1,1,round_and_front,34,1,0.7043725252151489,0.01848517917096615
4503,ɯ,H,d,ɯd-H,0,0,1,round_and_front,34,1,0.7445957660675049,0.04140104725956917
4504,i,L,d,id-L,1,0,1,round_and_front,34,1,0.36096835136413574,0.026447832584381104
4505,a,L,d,ad-L,0,0,0,round_and_front,34,1,1.1993931531906128,0.03683622553944588
4506,e,L,d,ed-L,1,0,0,round_and_front,34,1,0.4677155315876007,0.01544890832155943
4507,o,L,d,od-L,0,1,1,round_and_front,34,1,0.6712167263031006,0.016067257151007652
4508,u,L,d,ud-L,0,1,1,round_and_front,34,1,0.6362932920455933,0.016901561990380287
4509,y,L,d,yd-L,1,1,1,round_and_front,34,1,0.6318238377571106,0.015043367631733418
4510,ø,L,d,ød-L,1,1,1,round_and_front,34,1,0.6579373478889465,0.01059721875935793
4511,ɯ,L,d,ɯd-L,0,0,1,round_and_front,34,1,0.6483722925186157,0.0333438515663147
4512,i,H,b,ib-H,1,0,1,round_and_front,35,1,0.9628942012786865,0.015716562047600746
4513,a,H,b,ab-H,0,0,0,round_and_front,35,1,1.1236869096755981,0.023141562938690186
4514,e,H,b,eb-H,1,0,0,round_and_front,35,1,0.9737265110015869,0.013815839774906635
4515,o,H,b,ob-H,0,1,1,round_and_front,35,1,0.9161034226417542,0.052141934633255005
4516,u,H,b,ub-H,0,1,1,round_and_front,35,1,0.9641956090927124,0.04977526143193245
4517,y,H,b,yb-H,1,1,1,round_and_front,35,1,0.789638340473175,0.04944498464465141
4518,ø,H,b,øb-H,1,1,1,round_and_front,35,1,0.816772997379303,0.0533619225025177
4519,ɯ,H,b,ɯb-H,0,0,1,round_and_front,35,1,1.2388279438018799,0.01404996681958437
4520,i,L,b,ib-L,1,0,1,round_and_front,35,1,0.9588131308555603,0.015267918817698956
4521,a,L,b,ab-L,0,0,0,round_and_front,35,1,1.0913065671920776,0.012508471496403217
4522,e,L,b,eb-L,1,0,0,round_and_front,35,1,0.9685341119766235,0.008625547401607037
4523,o,L,b,ob-L,0,1,1,round_and_front,35,1,0.8991173505783081,0.030486037954688072
4524,u,L,b,ub-L,0,1,1,round_and_front,35,1,0.9510681629180908,0.0352354533970356
4525,y,L,b,yb-L,1,1,1,round_and_front,35,1,0.7851399183273315,0.02465779520571232
4526,ø,L,b,øb-L,1,1,1,round_and_front,35,1,0.8118674159049988,0.015065561048686504
4527,ɯ,L,b,ɯb-L,0,0,1,round_and_front,35,1,1.2221245765686035,0.022158542647957802
4528,i,H,g,ig-H,1,0,1,round_and_front,35,1,0.5834659934043884,0.016233304515480995
4529,a,H,g,ag-H,0,0,0,round_and_front,35,1,1.127303123474121,0.02505095861852169
4530,e,H,g,eg-H,1,0,0,round_and_front,35,1,0.7362111210823059,0.01587345264852047
4531,o,H,g,og-H,0,1,1,round_and_front,35,1,0.8774123191833496,0.029496530070900917
4532,u,H,g,ug-H,0,1,1,round_and_front,35,1,0.8285335302352905,0.04734893515706062
4533,y,H,g,yg-H,1,1,1,round_and_front,35,1,0.7889389395713806,0.05537037178874016
4534,ø,H,g,øg-H,1,1,1,round_and_front,35,1,0.7794759273529053,0.03416733071208
4535,ɯ,H,g,ɯg-H,0,0,1,round_and_front,35,1,0.8155174255371094,0.017669865861535072
4536,i,L,g,ig-L,1,0,1,round_and_front,35,1,0.5536726117134094,0.02004235051572323
4537,a,L,g,ag-L,0,0,0,round_and_front,35,1,1.0953108072280884,0.018940171226859093
4538,e,L,g,eg-L,1,0,0,round_and_front,35,1,0.7062069773674011,0.019511500373482704
4539,o,L,g,og-L,0,1,1,round_and_front,35,1,0.8326439261436462,0.02013576030731201
4540,u,L,g,ug-L,0,1,1,round_and_front,35,1,0.7923365831375122,0.038312435150146484
4541,y,L,g,yg-L,1,1,1,round_and_front,35,1,0.7716406583786011,0.046546321362257004
4542,ø,L,g,øg-L,1,1,1,round_and_front,35,1,0.7579520344734192,0.023115089163184166
4543,ɯ,L,g,ɯg-L,0,0,1,round_and_front,35,1,0.7680370807647705,0.017066648229956627
4544,i,H,d,id-H,1,0,1,round_and_front,35,1,0.4969533681869507,0.023202210664749146
4545,a,H,d,ad-H,0,0,0,round_and_front,35,1,0.6968050599098206,0.016641557216644287
4546,e,H,d,ed-H,1,0,0,round_and_front,35,1,0.7259631752967834,0.02070402167737484
4547,o,H,d,od-H,0,1,1,round_and_front,35,1,0.6940852999687195,0.029847770929336548
4548,u,H,d,ud-H,0,1,1,round_and_front,35,1,0.8552677631378174,0.03597000241279602
4549,y,H,d,yd-H,1,1,1,round_and_front,35,1,0.8114193081855774,0.026886114850640297
4550,ø,H,d,ød-H,1,1,1,round_and_front,35,1,0.759009599685669,0.024986177682876587
4551,ɯ,H,d,ɯd-H,0,0,1,round_and_front,35,1,0.6728616952896118,0.033503223210573196
4552,i,L,d,id-L,1,0,1,round_and_front,35,1,0.47456619143486023,0.0317438542842865
4553,a,L,d,ad-L,0,0,0,round_and_front,35,1,0.6198043823242188,0.0318312831223011
4554,e,L,d,ed-L,1,0,0,round_and_front,35,1,0.7017699480056763,0.027670234441757202
4555,o,L,d,od-L,0,1,1,round_and_front,35,1,0.6469393372535706,0.01576957106590271
4556,u,L,d,ud-L,0,1,1,round_and_front,35,1,0.8290699124336243,0.03023158572614193
4557,y,L,d,yd-L,1,1,1,round_and_front,35,1,0.8023829460144043,0.01558270025998354
4558,ø,L,d,ød-L,1,1,1,round_and_front,35,1,0.7447918653488159,0.009934733621776104
4559,ɯ,L,d,ɯd-L,0,0,1,round_and_front,35,1,0.6165099740028381,0.03889598324894905
4560,i,H,b,ib-H,1,0,1,round_and_front,36,1,0.8237382173538208,0.02975000999867916
4561,a,H,b,ab-H,0,0,0,round_and_front,36,1,0.9660065174102783,0.03983680531382561
4562,e,H,b,eb-H,1,0,0,round_and_front,36,1,0.8480696082115173,0.048083264380693436
4563,o,H,b,ob-H,0,1,1,round_and_front,36,1,0.740358293056488,0.07059645652770996
4564,u,H,b,ub-H,0,1,1,round_and_front,36,1,0.798555850982666,0.06526947021484375
4565,y,H,b,yb-H,1,1,1,round_and_front,36,1,0.6258029341697693,0.041949331760406494
4566,ø,H,b,øb-H,1,1,1,round_and_front,36,1,0.6149064302444458,0.044950563460588455
4567,ɯ,H,b,ɯb-H,0,0,1,round_and_front,36,1,1.090012788772583,0.026468276977539062
4568,i,L,b,ib-L,1,0,1,round_and_front,36,1,0.8103821277618408,0.019516190513968468
4569,a,L,b,ab-L,0,0,0,round_and_front,36,1,0.9302983283996582,0.0325743742287159
4570,e,L,b,eb-L,1,0,0,round_and_front,36,1,0.8283857107162476,0.030627230182290077
4571,o,L,b,ob-L,0,1,1,round_and_front,36,1,0.7433007955551147,0.04181990027427673
4572,u,L,b,ub-L,0,1,1,round_and_front,36,1,0.8031163215637207,0.027526089921593666
4573,y,L,b,yb-L,1,1,1,round_and_front,36,1,0.6238986253738403,0.04971902444958687
4574,ø,L,b,øb-L,1,1,1,round_and_front,36,1,0.610312283039093,0.033001530915498734
4575,ɯ,L,b,ɯb-L,0,0,1,round_and_front,36,1,1.084632158279419,0.009981374256312847
4576,i,H,g,ig-H,1,0,1,round_and_front,36,1,0.7630235552787781,0.010236282832920551
4577,a,H,g,ag-H,0,0,0,round_and_front,36,1,0.8082280158996582,0.02660324238240719
4578,e,H,g,eg-H,1,0,0,round_and_front,36,1,0.9156292080879211,0.02278902195394039
4579,o,H,g,og-H,0,1,1,round_and_front,36,1,0.5957797765731812,0.04248331859707832
4580,u,H,g,ug-H,0,1,1,round_and_front,36,1,0.4936818480491638,0.026389509439468384
4581,y,H,g,yg-H,1,1,1,round_and_front,36,1,0.6279326677322388,0.03354109451174736
4582,ø,H,g,øg-H,1,1,1,round_and_front,36,1,0.6864464282989502,0.027162423357367516
4583,ɯ,H,g,ɯg-H,0,0,1,round_and_front,36,1,0.45625799894332886,0.01707935333251953
4584,i,L,g,ig-L,1,0,1,round_and_front,36,1,0.7378040552139282,0.017943957820534706
4585,a,L,g,ag-L,0,0,0,round_and_front,36,1,0.7345887422561646,0.03197050094604492
4586,e,L,g,eg-L,1,0,0,round_and_front,36,1,0.8702024221420288,0.012121260166168213
4587,o,L,g,og-L,0,1,1,round_and_front,36,1,0.5597092509269714,0.025384873151779175
4588,u,L,g,ug-L,0,1,1,round_and_front,36,1,0.463830828666687,0.009088347665965557
4589,y,L,g,yg-L,1,1,1,round_and_front,36,1,0.6045886874198914,0.03236857056617737
4590,ø,L,g,øg-L,1,1,1,round_and_front,36,1,0.6503415703773499,0.026172906160354614
4591,ɯ,L,g,ɯg-L,0,0,1,round_and_front,36,1,0.43392813205718994,0.006909370422363281
4592,i,H,d,id-H,1,0,1,round_and_front,36,1,0.4525388479232788,0.01979508064687252
4593,a,H,d,ad-H,0,0,0,round_and_front,36,1,0.6886383891105652,0.025039413943886757
4594,e,H,d,ed-H,1,0,0,round_and_front,36,1,0.6016027331352234,0.006755372043699026
4595,o,H,d,od-H,0,1,1,round_and_front,36,1,0.5478883385658264,0.02200244925916195
4596,u,H,d,ud-H,0,1,1,round_and_front,36,1,0.5196613669395447,0.011113335378468037
4597,y,H,d,yd-H,1,1,1,round_and_front,36,1,0.5270236730575562,0.02797030471265316
4598,ø,H,d,ød-H,1,1,1,round_and_front,36,1,0.5741700530052185,0.03381096199154854
4599,ɯ,H,d,ɯd-H,0,0,1,round_and_front,36,1,0.38274455070495605,0.03526926040649414
4600,i,L,d,id-L,1,0,1,round_and_front,36,1,0.4240923225879669,0.044209301471710205
4601,a,L,d,ad-L,0,0,0,round_and_front,36,1,0.643371045589447,0.01946347951889038
4602,e,L,d,ed-L,1,0,0,round_and_front,36,1,0.5712845921516418,0.021036067977547646
4603,o,L,d,od-L,0,1,1,round_and_front,36,1,0.5250633358955383,0.02241697907447815
4604,u,L,d,ud-L,0,1,1,round_and_front,36,1,0.5009245872497559,0.01853109337389469
4605,y,L,d,yd-L,1,1,1,round_and_front,36,1,0.5025569796562195,0.033397335559129715
4606,ø,L,d,ød-L,1,1,1,round_and_front,36,1,0.5454644560813904,0.03484174609184265
4607,ɯ,L,d,ɯd-L,0,0,1,round_and_front,36,1,0.3567632734775543,0.059345852583646774
4608,i,H,b,ib-H,1,0,1,round_and_front,37,1,1.2741354703903198,0.015116523019969463
4609,a,H,b,ab-H,0,0,0,round_and_front,37,1,1.4734758138656616,0.026241442188620567
4610,e,H,b,eb-H,1,0,0,round_and_front,37,1,1.2518233060836792,0.020433148369193077
4611,o,H,b,ob-H,0,1,1,round_and_front,37,1,1.13191819190979,0.04848988726735115
4612,u,H,b,ub-H,0,1,1,round_and_front,37,1,1.139868974685669,0.040376752614974976
4613,y,H,b,yb-H,1,1,1,round_and_front,37,1,1.0844058990478516,0.054106563329696655
4614,ø,H,b,øb-H,1,1,1,round_and_front,37,1,1.0016167163848877,0.04193231463432312
4615,ɯ,H,b,ɯb-H,0,0,1,round_and_front,37,1,1.5193735361099243,0.019558420404791832
4616,i,L,b,ib-L,1,0,1,round_and_front,37,1,1.2634906768798828,0.011326789855957031
4617,a,L,b,ab-L,0,0,0,round_and_front,37,1,1.4204933643341064,0.03179745003581047
4618,e,L,b,eb-L,1,0,0,round_and_front,37,1,1.2387127876281738,0.010737915523350239
4619,o,L,b,ob-L,0,1,1,round_and_front,37,1,1.1145501136779785,0.047246694564819336
4620,u,L,b,ub-L,0,1,1,round_and_front,37,1,1.1305760145187378,0.02836555242538452
4621,y,L,b,yb-L,1,1,1,round_and_front,37,1,1.0718393325805664,0.023543735966086388
4622,ø,L,b,øb-L,1,1,1,round_and_front,37,1,0.9825725555419922,0.02473461627960205
4623,ɯ,L,b,ɯb-L,0,0,1,round_and_front,37,1,1.4958367347717285,0.010586053133010864
4624,i,H,g,ig-H,1,0,1,round_and_front,37,1,0.524415135383606,0.005824843887239695
4625,a,H,g,ag-H,0,0,0,round_and_front,37,1,1.37186861038208,0.05207449197769165
4626,e,H,g,eg-H,1,0,0,round_and_front,37,1,0.80850750207901,0.014550943858921528
4627,o,H,g,og-H,0,1,1,round_and_front,37,1,0.9218134880065918,0.03559921309351921
4628,u,H,g,ug-H,0,1,1,round_and_front,37,1,0.8209667205810547,0.03855527564883232
4629,y,H,g,yg-H,1,1,1,round_and_front,37,1,0.7771763205528259,0.03097577951848507
4630,ø,H,g,øg-H,1,1,1,round_and_front,37,1,0.8111772537231445,0.035430680960416794
4631,ɯ,H,g,ɯg-H,0,0,1,round_and_front,37,1,0.6380689144134521,0.017028996720910072
4632,i,L,g,ig-L,1,0,1,round_and_front,37,1,0.4565785229206085,0.014138449914753437
4633,a,L,g,ag-L,0,0,0,round_and_front,37,1,1.3282475471496582,0.04985735937952995
4634,e,L,g,eg-L,1,0,0,round_and_front,37,1,0.7646633386611938,0.02073465846478939
4635,o,L,g,og-L,0,1,1,round_and_front,37,1,0.8925952315330505,0.016294559463858604
4636,u,L,g,ug-L,0,1,1,round_and_front,37,1,0.7745593786239624,0.012906044721603394
4637,y,L,g,yg-L,1,1,1,round_and_front,37,1,0.7536972165107727,0.01287930179387331
4638,ø,L,g,øg-L,1,1,1,round_and_front,37,1,0.7929002046585083,0.010159741155803204
4639,ɯ,L,g,ɯg-L,0,0,1,round_and_front,37,1,0.5540261268615723,0.0112773971632123
4640,i,H,d,id-H,1,0,1,round_and_front,37,1,0.4055701494216919,0.004946619272232056
4641,a,H,d,ad-H,0,0,0,round_and_front,37,1,0.631879448890686,0.009778857231140137
4642,e,H,d,ed-H,1,0,0,round_and_front,37,1,0.44590866565704346,0.017836004495620728
4643,o,H,d,od-H,0,1,1,round_and_front,37,1,0.7217350006103516,0.02244875766336918
4644,u,H,d,ud-H,0,1,1,round_and_front,37,1,0.6009598970413208,0.028818080201745033
4645,y,H,d,yd-H,1,1,1,round_and_front,37,1,0.560806393623352,0.02876310609281063
4646,ø,H,d,ød-H,1,1,1,round_and_front,37,1,0.5597900748252869,0.02948944829404354
4647,ɯ,H,d,ɯd-H,0,0,1,round_and_front,37,1,0.3498222827911377,0.011807580478489399
4648,i,L,d,id-L,1,0,1,round_and_front,37,1,0.3328782320022583,0.022691139951348305
4649,a,L,d,ad-L,0,0,0,round_and_front,37,1,0.5287132859230042,0.03836448863148689
4650,e,L,d,ed-L,1,0,0,round_and_front,37,1,0.3744232654571533,0.015094171278178692
4651,o,L,d,od-L,0,1,1,round_and_front,37,1,0.6975875496864319,0.02727648615837097
4652,u,L,d,ud-L,0,1,1,round_and_front,37,1,0.5406773686408997,0.03172879293560982
4653,y,L,d,yd-L,1,1,1,round_and_front,37,1,0.5460412502288818,0.04405216500163078
4654,ø,L,d,ød-L,1,1,1,round_and_front,37,1,0.5225126147270203,0.021832674741744995
4655,ɯ,L,d,ɯd-L,0,0,1,round_and_front,37,1,0.25941202044487,0.031042536720633507
4656,i,H,b,ib-H,1,0,1,round_and_front,38,1,0.9775567650794983,0.012281467206776142
4657,a,H,b,ab-H,0,0,0,round_and_front,38,1,0.914955735206604,0.015522281639277935
4658,e,H,b,eb-H,1,0,0,round_and_front,38,1,0.920866847038269,0.02467367984354496
4659,o,H,b,ob-H,0,1,1,round_and_front,38,1,0.43908700346946716,0.06763410568237305
4660,u,H,b,ub-H,0,1,1,round_and_front,38,1,0.5441185235977173,0.07145055383443832
4661,y,H,b,yb-H,1,1,1,round_and_front,38,1,0.7083436846733093,0.06276997923851013
4662,ø,H,b,øb-H,1,1,1,round_and_front,38,1,0.7349245548248291,0.06258971244096756
4663,ɯ,H,b,ɯb-H,0,0,1,round_and_front,38,1,0.8339933753013611,0.02612547017633915
4664,i,L,b,ib-L,1,0,1,round_and_front,38,1,0.9730857014656067,0.027507910504937172
4665,a,L,b,ab-L,0,0,0,round_and_front,38,1,0.9053006172180176,0.020235339179635048
4666,e,L,b,eb-L,1,0,0,round_and_front,38,1,0.9175035953521729,0.018672684207558632
4667,o,L,b,ob-L,0,1,1,round_and_front,38,1,0.43221229314804077,0.05365695431828499
4668,u,L,b,ub-L,0,1,1,round_and_front,38,1,0.5376501083374023,0.036326318979263306
4669,y,L,b,yb-L,1,1,1,round_and_front,38,1,0.7050430178642273,0.02134559489786625
4670,ø,L,b,øb-L,1,1,1,round_and_front,38,1,0.7317155003547668,0.03802939131855965
4671,ɯ,L,b,ɯb-L,0,0,1,round_and_front,38,1,0.8180028796195984,0.036796558648347855
4672,i,H,g,ig-H,1,0,1,round_and_front,38,1,0.7765675783157349,0.04158793017268181
4673,a,H,g,ag-H,0,0,0,round_and_front,38,1,1.115243911743164,0.012150009162724018
4674,e,H,g,eg-H,1,0,0,round_and_front,38,1,0.9589390754699707,0.041952986270189285
4675,o,H,g,og-H,0,1,1,round_and_front,38,1,0.83195561170578,0.030891776084899902
4676,u,H,g,ug-H,0,1,1,round_and_front,38,1,0.746269941329956,0.022150466218590736
4677,y,H,g,yg-H,1,1,1,round_and_front,38,1,0.7538490891456604,0.02546972967684269
4678,ø,H,g,øg-H,1,1,1,round_and_front,38,1,0.7579268217086792,0.026539405807852745
4679,ɯ,H,g,ɯg-H,0,0,1,round_and_front,38,1,0.7294785380363464,0.03272290155291557
4680,i,L,g,ig-L,1,0,1,round_and_front,38,1,0.7747853398323059,0.037186283618211746
4681,a,L,g,ag-L,0,0,0,round_and_front,38,1,1.1101235151290894,0.016917428001761436
4682,e,L,g,eg-L,1,0,0,round_and_front,38,1,0.9575285911560059,0.03618432953953743
4683,o,L,g,og-L,0,1,1,round_and_front,38,1,0.8311247825622559,0.02017213962972164
4684,u,L,g,ug-L,0,1,1,round_and_front,38,1,0.7461007833480835,0.009720265865325928
4685,y,L,g,yg-L,1,1,1,round_and_front,38,1,0.7565256357192993,0.013790925033390522
4686,ø,L,g,øg-L,1,1,1,round_and_front,38,1,0.7616354823112488,0.013953536748886108
4687,ɯ,L,g,ɯg-L,0,0,1,round_and_front,38,1,0.7172670364379883,0.040042489767074585
4688,i,H,d,id-H,1,0,1,round_and_front,38,1,0.5764014720916748,0.015368849039077759
4689,a,H,d,ad-H,0,0,0,round_and_front,38,1,0.40846097469329834,0.0146382050588727
4690,e,H,d,ed-H,1,0,0,round_and_front,38,1,0.6665524840354919,0.013722200877964497
4691,o,H,d,od-H,0,1,1,round_and_front,38,1,0.28734368085861206,0.021092286333441734
4692,u,H,d,ud-H,0,1,1,round_and_front,38,1,0.3001861870288849,0.009171645157039165
4693,y,H,d,yd-H,1,1,1,round_and_front,38,1,0.6295379400253296,0.031002193689346313
4694,ø,H,d,ød-H,1,1,1,round_and_front,38,1,0.6326141357421875,0.03736679628491402
4695,ɯ,H,d,ɯd-H,0,0,1,round_and_front,38,1,0.1922963261604309,0.016383012756705284
4696,i,L,d,id-L,1,0,1,round_and_front,38,1,0.5677238702774048,0.03205471113324165
4697,a,L,d,ad-L,0,0,0,round_and_front,38,1,0.393331915140152,0.02357272244989872
4698,e,L,d,ed-L,1,0,0,round_and_front,38,1,0.658771276473999,0.02457217313349247
4699,o,L,d,od-L,0,1,1,round_and_front,38,1,0.2842150628566742,0.01619636081159115
4700,u,L,d,ud-L,0,1,1,round_and_front,38,1,0.2988037168979645,0.016921550035476685
4701,y,L,d,yd-L,1,1,1,round_and_front,38,1,0.6398239135742188,0.027236798778176308
4702,ø,L,d,ød-L,1,1,1,round_and_front,38,1,0.6413865089416504,0.021073659881949425
4703,ɯ,L,d,ɯd-L,0,0,1,round_and_front,38,1,0.1893342137336731,0.043526869267225266
4704,i,H,b,ib-H,1,0,1,round_and_front,39,1,0.018294058740139008,0.06174612045288086
4705,a,H,b,ab-H,0,0,0,round_and_front,39,1,0.00986778549849987,0.040048956871032715
4706,e,H,b,eb-H,1,0,0,round_and_front,39,1,0.009653988294303417,0.039194464683532715
4707,o,H,b,ob-H,0,1,1,round_and_front,39,1,0.1194906011223793,0.0385751910507679
4708,u,H,b,ub-H,0,1,1,round_and_front,39,1,0.1511922925710678,0.06819865852594376
4709,y,H,b,yb-H,1,1,1,round_and_front,39,1,0.1715116947889328,0.06023155525326729
4710,ø,H,b,øb-H,1,1,1,round_and_front,39,1,0.11615841835737228,0.05149092152714729
4711,ɯ,H,b,ɯb-H,0,0,1,round_and_front,39,1,0.0412282831966877,0.04171140864491463
4712,i,L,b,ib-L,1,0,1,round_and_front,39,1,0.014635888859629631,0.06790050119161606
4713,a,L,b,ab-L,0,0,0,round_and_front,39,1,0.010027015581727028,0.024622878059744835
4714,e,L,b,eb-L,1,0,0,round_and_front,39,1,0.006287974305450916,0.048308927565813065
4715,o,L,b,ob-L,0,1,1,round_and_front,39,1,0.1502629667520523,0.044590920209884644
4716,u,L,b,ub-L,0,1,1,round_and_front,39,1,0.18155129253864288,0.0588141493499279
4717,y,L,b,yb-L,1,1,1,round_and_front,39,1,0.19317737221717834,0.06623125076293945
4718,ø,L,b,øb-L,1,1,1,round_and_front,39,1,0.1295197457075119,0.04728126525878906
4719,ɯ,L,b,ɯb-L,0,0,1,round_and_front,39,1,0.05277804657816887,0.043580710887908936
4720,i,H,g,ig-H,1,0,1,round_and_front,39,1,0.018215063959360123,0.02097330428659916
4721,a,H,g,ag-H,0,0,0,round_and_front,39,1,0.018771464005112648,0.05549027398228645
4722,e,H,g,eg-H,1,0,0,round_and_front,39,1,0.012248282320797443,0.023947248235344887
4723,o,H,g,og-H,0,1,1,round_and_front,39,1,0.11441853642463684,0.031244507059454918
4724,u,H,g,ug-H,0,1,1,round_and_front,39,1,0.14848987758159637,0.03935455158352852
4725,y,H,g,yg-H,1,1,1,round_and_front,39,1,0.1227864921092987,0.018477192148566246
4726,ø,H,g,øg-H,1,1,1,round_and_front,39,1,0.11362381279468536,0.03776947781443596
4727,ɯ,H,g,ɯg-H,0,0,1,round_and_front,39,1,0.027588000521063805,0.02267017960548401
4728,i,L,g,ig-L,1,0,1,round_and_front,39,1,0.016717443242669106,0.010517914779484272
4729,a,L,g,ag-L,0,0,0,round_and_front,39,1,0.011867668479681015,0.02845158241689205
4730,e,L,g,eg-L,1,0,0,round_and_front,39,1,0.008069293573498726,0.005004584789276123
4731,o,L,g,og-L,0,1,1,round_and_front,39,1,0.11870159208774567,0.02858484722673893
4732,u,L,g,ug-L,0,1,1,round_and_front,39,1,0.16288453340530396,0.025961944833397865
4733,y,L,g,yg-L,1,1,1,round_and_front,39,1,0.12262849509716034,0.02119557000696659
4734,ø,L,g,øg-L,1,1,1,round_and_front,39,1,0.11220576614141464,0.036961834877729416
4735,ɯ,L,g,ɯg-L,0,0,1,round_and_front,39,1,0.02690657414495945,0.02624165080487728
4736,i,H,d,id-H,1,0,1,round_and_front,39,1,0.01945500448346138,0.02437232993543148
4737,a,H,d,ad-H,0,0,0,round_and_front,39,1,0.03357214480638504,0.02024630643427372
4738,e,H,d,ed-H,1,0,0,round_and_front,39,1,0.011932061985135078,0.020971616730093956
4739,o,H,d,od-H,0,1,1,round_and_front,39,1,0.14759649336338043,0.025244206190109253
4740,u,H,d,ud-H,0,1,1,round_and_front,39,1,0.17516790330410004,0.02017260529100895
4741,y,H,d,yd-H,1,1,1,round_and_front,39,1,0.13098415732383728,0.02429160475730896
4742,ø,H,d,ød-H,1,1,1,round_and_front,39,1,0.09678678214550018,0.028693556785583496
4743,ɯ,H,d,ɯd-H,0,0,1,round_and_front,39,1,0.044399648904800415,0.010658065788447857
4744,i,L,d,id-L,1,0,1,round_and_front,39,1,0.020752711221575737,0.021652093157172203
4745,a,L,d,ad-L,0,0,0,round_and_front,39,1,0.0357968844473362,0.014155805110931396
